 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  28.76100 ,    -0.203105091369408E+00 ,    -0.257941243083480E+00 ,    -0.589205741499500E-01 ,    -0.976155298900383E-01 ,    -0.537644930930523E-01 ,    -0.314652194672491E-01 , 
  28.78100 ,    -0.223763371079360E+00 ,    -0.317976414572436E+00 ,    -0.619741886750592E-01 ,    -0.101936155426361E+00 ,    -0.513860199777700E-01 ,    -0.331724998139281E-01 , 
  28.80100 ,    -0.233660402327254E+00 ,    -0.357068013617770E+00 ,    -0.623661846340678E-01 ,    -0.101598272258468E+00 ,    -0.486120803885853E-01 ,    -0.326120976941639E-01 , 
  28.82100 ,    -0.231769199490976E+00 ,    -0.373012204424379E+00 ,    -0.600133260195266E-01 ,    -0.964481865746551E-01 ,    -0.452046484826978E-01 ,    -0.299689046663671E-01 , 
  28.84100 ,    -0.217772306655634E+00 ,    -0.365341009622154E+00 ,    -0.550422480791457E-01 ,    -0.866236449943483E-01 ,    -0.409551094017742E-01 ,    -0.256099761024291E-01 , 
  28.86100 ,    -0.192059550473144E+00 ,    -0.335357836537113E+00 ,    -0.477812305589987E-01 ,    -0.725306629855856E-01 ,    -0.357172563088076E-01 ,    -0.200470482408957E-01 , 
  28.88100 ,    -0.155679556930004E+00 ,    -0.286030080282001E+00 ,    -0.387343748031480E-01 ,    -0.548026370013831E-01 ,    -0.294338841611254E-01 ,    -0.138862353164659E-01 , 
  28.90100 ,    -0.110251568515809E+00 ,    -0.221747706297729E+00 ,    -0.285404241117107E-01 ,    -0.342462979074695E-01 ,    -0.221539560007619E-01 ,    -0.776971209965090E-02 , 
  28.92100 ,    -0.578466853514098E-01 ,    -0.147967866105003E+00 ,    -0.179198729057364E-01 ,    -0.117799021671858E-01 ,    -0.140382932824551E-01 ,    -0.231490247519496E-02 , 
  28.94100 ,    -0.849315215713962E-03 ,    -0.707750399600073E-01 ,    -0.761507783019721E-02 ,     0.116306371001684E-01 ,    -0.535292874937982E-02 ,     0.194311201956208E-02 , 
  28.96100 ,     0.581897375432398E-01 ,     0.360686734551749E-02 ,     0.167128615012612E-02 ,     0.350322118992759E-01 ,     0.354946016671737E-02 ,     0.460059473986377E-02 , 
  28.98100 ,     0.116697481708121E+00 ,     0.693102051141248E-01 ,     0.933394679526482E-02 ,     0.575368386127274E-01 ,     0.122583753081170E-01 ,     0.542104717084479E-02 , 
  29.00100 ,     0.172210470480740E+00 ,     0.121286310447482E+00 ,     0.149138257635751E-01 ,     0.783622394748688E-01 ,     0.203418325345982E-01 ,     0.435474245778772E-02 , 
  29.02100 ,     0.222486307400730E+00 ,     0.155697551181232E+00 ,     0.181336323315408E-01 ,     0.968585141198423E-01 ,     0.273866445888447E-01 ,     0.154021846364618E-02 , 
  29.04100 ,     0.265589720920611E+00 ,     0.170207055368096E+00 ,     0.189172191293118E-01 ,     0.112520286185191E+00 ,     0.330386242400042E-01 ,    -0.271223088861061E-02 , 
  29.06100 ,     0.299950783340492E+00 ,     0.164143239646622E+00 ,     0.173911571730627E-01 ,     0.124985242878894E+00 ,     0.370386137889477E-01 ,    -0.795332125554507E-02 , 
  29.08100 ,     0.324395591804935E+00 ,     0.138526838763989E+00 ,     0.138686145783131E-01 ,     0.134021341920367E+00 ,     0.392505892613933E-01 ,    -0.136405249090075E-01 , 
  29.10100 ,     0.338152167602347E+00 ,     0.959596737293693E-01 ,     0.881722723262186E-02 ,     0.139506008625555E+00 ,     0.396788074103674E-01 ,    -0.191923122319267E-01 , 
  29.12100 ,     0.340836242438897E+00 ,     0.403858933935558E-01 ,     0.281408137440902E-02 ,     0.141401287325059E+00 ,     0.384719931757897E-01 ,    -0.240456224113399E-01 , 
  29.14100 ,     0.332422825350162E+00 ,    -0.232530881324521E-01 ,    -0.350794399650800E-02 ,     0.139729089104450E+00 ,     0.359138061251120E-01 ,    -0.277110247336078E-01 , 
  29.16100 ,     0.313209895410239E+00 ,    -0.894401351289621E-01 ,    -0.951750429503566E-02 ,     0.134550382596827E+00 ,     0.324001571329101E-01 ,    -0.298202872591815E-01 , 
  29.18100 ,     0.283780239191881E+00 ,    -0.152544586469480E+00 ,    -0.146405606728391E-01 ,     0.125951444623476E+00 ,     0.284052420476840E-01 ,    -0.301618270799041E-01 , 
  29.20100 ,     0.244966424297615E+00 ,    -0.207286345948328E+00 ,    -0.184096007866321E-01 ,     0.114039205087890E+00 ,     0.244392910693767E-01 ,    -0.287007015283355E-01 , 
  29.22100 ,     0.197822318898852E+00 ,    -0.249163467261272E+00 ,    -0.205020025859959E-01 ,     0.989464035574353E-01 ,     0.210018897681842E-01 ,    -0.255812978738371E-01 , 
  29.24100 ,     0.143602635290649E+00 ,    -0.274808412876054E+00 ,    -0.207643097386568E-01 ,     0.808458653513969E-01 ,     0.185352246514600E-01 ,    -0.211125460930175E-01 , 
  29.26100 ,     0.837499306013531E-01 ,    -0.282244621949944E+00 ,    -0.192205428953304E-01 ,     0.599718547769088E-01 ,     0.173816915646026E-01 ,    -0.157371555894190E-01 , 
  29.28100 ,     0.198865876428424E-01 ,    -0.271023772067453E+00 ,    -0.160641759362711E-01 ,     0.366453197093826E-01 ,     0.177499667978262E-01 ,    -0.998790233055065E-02 , 
  29.30100 ,    -0.461922441049024E-01 ,    -0.242234391263893E+00 ,    -0.116349172834532E-01 ,     0.112990329722227E-01 ,     0.196929068539827E-01 ,    -0.443522281037586E-02 , 
  29.32100 ,    -0.112529749751593E+00 ,    -0.198383379311700E+00 ,    -0.638281157136123E-02 ,    -0.155017422013674E-01 ,     0.230995796598142E-01 ,     0.368810685545633E-03 , 
  29.34100 ,    -0.177027882168054E+00 ,    -0.143162597634979E+00 ,    -0.823289794116831E-03 ,    -0.430473289749653E-01 ,     0.277024356017691E-01 ,     0.394472932900558E-02 , 
  29.36100 ,    -0.237481947883501E+00 ,    -0.811220914203472E-01 ,     0.451245323745606E-02 ,    -0.704841252453199E-01 ,     0.330992217485649E-01 ,     0.593290559171834E-02 , 
  29.38100 ,    -0.291632961112719E+00 ,    -0.172789365081468E-01 ,     0.912705037640548E-02 ,    -0.968301279406618E-01 ,     0.387878587979727E-01 ,     0.612926005043918E-02 , 
  29.40100 ,    -0.337239539164952E+00 ,     0.433044412339485E-01 ,     0.126019418120067E-01 ,    -0.121006714013181E+00 ,     0.442112682136483E-01 ,     0.450602442716366E-02 , 
  29.42100 ,    -0.372168805284059E+00 ,     0.959367147574537E-01 ,     0.146337122324651E-01 ,    -0.141886263363774E+00 ,     0.488081736404482E-01 ,     0.121558737404827E-02 , 
  29.44100 ,    -0.394503220873467E+00 ,     0.136674257746348E+00 ,     0.150586706610342E-01 ,    -0.158353495522502E+00 ,     0.520652982327698E-01 ,    -0.342292757926234E-02 , 
  29.46100 ,    -0.402657751504691E+00 ,     0.162627333436271E+00 ,     0.138637449141325E-01 ,    -0.169376767134192E+00 ,     0.535661967493246E-01 ,    -0.895305161261508E-02 , 
  29.48100 ,    -0.395499553781584E+00 ,     0.172171861133303E+00 ,     0.111831012660706E-01 ,    -0.174084204876764E+00 ,     0.530322178082449E-01 ,    -0.148235063585970E-01 , 
  29.50100 ,    -0.372460710388970E+00 ,     0.165051211371743E+00 ,     0.728125923491292E-02 ,    -0.171838573693927E+00 ,     0.503517661725042E-01 ,    -0.204398179598649E-01 , 
  29.52100 ,    -0.333633653834688E+00 ,     0.142362086812514E+00 ,     0.252472096675767E-02 ,    -0.162304315986886E+00 ,     0.455950668568590E-01 ,    -0.252200877635379E-01 , 
  29.54100 ,    -0.279838956445247E+00 ,     0.106428456374701E+00 ,    -0.265484264869162E-02 ,    -0.145500312667985E+00 ,     0.390129282316222E-01 ,    -0.286496168254779E-01 , 
  29.56100 ,    -0.212656194718590E+00 ,     0.605768723138152E-01 ,    -0.780210395611791E-02 ,    -0.121832629349670E+00 ,     0.310194414282052E-01 ,    -0.303292075093458E-01 , 
  29.58100 ,    -0.134410598648826E+00 ,     0.883452470885060E-02 ,    -0.124802197232322E-01 ,    -0.921027837152488E-01 ,     0.221600058592705E-01 ,    -0.300125848012848E-01 , 
  29.60100 ,    -0.481110567974440E-01 ,    -0.444225841162940E-01 ,    -0.163096098261364E-01 ,    -0.574888142064757E-01 ,     0.130674018837758E-01 ,    -0.276294313914694E-01 , 
  29.62100 ,     0.426614345747486E-01 ,    -0.948404058869468E-01 ,    -0.189998417553822E-01 ,    -0.194985108430260E-01 ,     0.440971907197296E-02 ,    -0.232919119030468E-01 , 
  29.64100 ,     0.133911886389070E+00 ,    -0.138444780743328E+00 ,    -0.203718771417285E-01 ,     0.201035831071487E-01 ,    -0.316530778144435E-02 ,    -0.172841395488254E-01 , 
  29.66100 ,     0.221429034568978E+00 ,    -0.171956669658922E+00 ,    -0.203689662821716E-01 ,     0.593915644562280E-01 ,    -0.908467089083350E-02 ,    -0.100356613838994E-01 , 
  29.68100 ,     0.301012007887902E+00 ,    -0.193039229433780E+00 ,    -0.190556405753503E-01 ,     0.963901149426295E-01 ,    -0.128983959328837E-01 ,    -0.208155094136871E-02 , 
  29.70100 ,     0.368712213858650E+00 ,    -0.200457764846525E+00 ,    -0.166054323341280E-01 ,     0.129195541404931E+00 ,    -0.143175497034843E-01 ,     0.598704466635165E-02 , 
  29.72100 ,     0.421074542448943E+00 ,    -0.194141551372992E+00 ,    -0.132790293204705E-01 ,     0.156097390240898E+00 ,    -0.132386375238865E-01 ,     0.135771712267771E-01 , 
  29.74100 ,     0.455360963216026E+00 ,    -0.175145228429562E+00 ,    -0.939544308027915E-02 ,     0.175691706199668E+00 ,    -0.975229571573141E-02 ,     0.201479869258671E-01 , 
  29.76100 ,     0.469739856939472E+00 ,    -0.145516147034443E+00 ,    -0.529935430903095E-02 ,     0.186977307226231E+00 ,    -0.413558430918877E-02 ,     0.252592407473311E-01 , 
  29.78100 ,     0.463426020432643E+00 ,    -0.108081965501248E+00 ,    -0.132804436797772E-02 ,     0.189427454739012E+00 ,     0.317136036179057E-02 ,     0.286097683426263E-01 , 
  29.80100 ,     0.436759145005386E+00 ,    -0.661792545178974E-01 ,     0.221878571842328E-02 ,     0.183030947845916E+00 ,     0.116021771111341E-01 ,     0.300624475159003E-01 , 
  29.82100 ,     0.391212518913374E+00 ,    -0.233483713009153E-01 ,     0.510344814839173E-02 ,     0.168298840617663E+00 ,     0.205113256979601E-01 ,     0.296533735144017E-01 , 
  29.84100 ,     0.329328469230306E+00 ,     0.169779524932731E-01 ,     0.716681186299469E-02 ,     0.146235507554080E+00 ,     0.292271515795725E-01 ,     0.275845387792181E-01 , 
  29.86100 ,     0.254582289398749E+00 ,     0.517651270025966E-01 ,     0.833573195075737E-02 ,     0.118275465037388E+00 ,     0.371063125196967E-01 ,     0.242008854198715E-01 , 
  29.88100 ,     0.171181696049868E+00 ,     0.786217697820284E-01 ,     0.862115362449816E-02 ,     0.861899808065840E-01 ,     0.435848522826166E-01 ,     0.199540891495705E-01 , 
  29.90100 ,     0.838138054819302E-01 ,     0.959794701112131E-01 ,     0.810768160530716E-02 ,     0.519698559071643E-01 ,     0.482215736873013E-01 ,     0.153566881150442E-01 , 
  29.92100 ,    -0.264418440046093E-02 ,     0.103193718400027E+00 ,     0.693629155166324E-02 ,     0.176926504033210E-01 ,     0.507301166057228E-01 ,     0.109310696354748E-01 , 
  29.94100 ,    -0.834313281033957E-01 ,     0.100559802452578E+00 ,     0.528253853571766E-02 ,    -0.146161122926553E-01 ,     0.509972124325123E-01 ,     0.715828766483610E-02 , 
  29.96100 ,    -0.154205285458776E+00 ,     0.892451550189370E-01 ,     0.333302058881701E-02 ,    -0.431176953900142E-01 ,     0.490858634858160E-01 ,     0.443166181974107E-02 , 
  29.98100 ,    -0.211319520390217E+00 ,     0.711469807263675E-01 ,     0.126294507338993E-02 ,    -0.662810340843695E-01 ,     0.452235638087419E-01 ,     0.301960962334328E-02 , 
  30.00100 ,    -0.252055587868966E+00 ,     0.486903542312675E-01 ,    -0.782582261261256E-03 ,    -0.829809516090464E-01 ,     0.397770100976950E-01 ,     0.304123767863147E-02 , 
  30.02100 ,    -0.274793681532885E+00 ,     0.245868253823150E-01 ,    -0.270144182655776E-02 ,    -0.925666044894870E-01 ,     0.332159261401057E-01 ,     0.445695616188812E-02 , 
  30.04100 ,    -0.279108861164554E+00 ,     0.157649806113650E-02 ,    -0.444019923378186E-02 ,    -0.948953143357585E-01 ,     0.260695356434889E-01 ,     0.707490761471873E-02 , 
  30.06100 ,    -0.265785636870454E+00 ,    -0.178226477551453E-01 ,    -0.599214903488664E-02 ,    -0.903295789377938E-01 ,     0.188797870843175E-01 ,     0.105724587493172E-01 , 
  30.08100 ,    -0.236749465191023E+00 ,    -0.315357675041127E-01 ,    -0.738816864602106E-02 ,    -0.796978576730130E-01 ,     0.121556136914612E-01 ,     0.145305421759600E-01 , 
  30.10100 ,    -0.194919766994387E+00 ,    -0.381033990673146E-01 ,    -0.868172577564765E-02 ,    -0.642224720106435E-01 ,     0.633229242634492E-02 ,     0.184773945866333E-01 , 
  30.12100 ,    -0.143994843986362E+00 ,    -0.367908082030738E-01 ,    -0.993010599400828E-02 ,    -0.454204328588453E-01 ,     0.173937579290063E-02 ,     0.219373380603255E-01 , 
  30.14100 ,    -0.881841036543800E-01 ,    -0.276264102624650E-01 ,    -0.111744152799794E-01 ,    -0.249850072402451E-01 ,    -0.142022821640795E-02 ,     0.244797775690963E-01 , 
  30.16100 ,    -0.319069084478014E-01 ,    -0.113679402577760E-01 ,    -0.124211099021603E-01 ,    -0.465721083884612E-02 ,    -0.307856948657613E-02 ,     0.257635847709460E-01 , 
  30.18100 ,     0.205201638697592E-01 ,     0.105982982937896E-01 ,    -0.136276882226068E-01 ,     0.139029444602208E-01 ,    -0.329812952676099E-02 ,     0.255725044836216E-01 , 
  30.20100 ,     0.651850230315624E-01 ,     0.364137524744788E-01 ,    -0.146947550407386E-01 ,     0.292357526200964E-01 ,    -0.225543930471539E-02 ,     0.238381092102950E-01 , 
  30.22100 ,     0.988489710976601E-01 ,     0.639432975229497E-01 ,    -0.154659809522526E-01 ,     0.401828611745660E-01 ,    -0.214917477858098E-03 ,     0.206480513973510E-01 , 
  30.24100 ,     0.119163553799346E+00 ,     0.909907902799708E-01 ,    -0.157365977038246E-01 ,     0.459628302503102E-01 ,     0.250412747958800E-02 ,     0.162388032477840E-01 , 
  30.26100 ,     0.124820058968629E+00 ,     0.115513592829173E+00 ,    -0.152700881196506E-01 ,     0.462160821671543E-01 ,     0.556382421503195E-02 ,     0.109735898529231E-01 , 
  30.28100 ,     0.115621464670414E+00 ,     0.135815683334956E+00 ,    -0.138217504766445E-01 ,     0.410166020923819E-01 ,     0.864367554392703E-02 ,     0.530766612856719E-02 , 
  30.30100 ,     0.924724934127882E-01 ,     0.150701358948824E+00 ,    -0.111669482211688E-01 ,     0.308503947760926E-01 ,     0.114725398741443E-01 ,    -0.255678228269069E-03 , 
  30.32100 ,     0.572895814357266E-01 ,     0.159575541654781E+00 ,    -0.713119303739835E-02 ,     0.165632956014585E-01 ,     0.138535879108594E-01 ,    -0.521409788338118E-02 , 
  30.34100 ,     0.128385481035622E-01 ,     0.162481933365941E+00 ,    -0.161882912218854E-02 ,    -0.716931330218919E-03 ,     0.156799511283503E-01 ,    -0.911538056512424E-02 , 
  30.36100 ,    -0.374869104943198E-01 ,     0.160076238060073E+00 ,     0.536296226073189E-02 ,    -0.196773826669516E-01 ,     0.169397715235416E-01 ,    -0.116020475709205E-01 , 
  30.38100 ,    -0.899284862259987E-01 ,     0.153537823742311E+00 ,     0.136878210611984E-01 ,    -0.389275605358248E-01 ,     0.177104622752223E-01 ,    -0.124470102012066E-01 , 
  30.40100 ,    -0.140647941497023E+00 ,     0.144428974085647E+00 ,     0.231038885738639E-01 ,    -0.571089128757223E-01 ,     0.181430868122465E-01 ,    -0.115767898764133E-01 , 
  30.42100 ,    -0.186011532530517E+00 ,     0.134515758468024E+00 ,     0.332389724080576E-01 ,    -0.729976983004704E-01 ,     0.184387518574183E-01 ,    -0.908001113564098E-02 , 
  30.44100 ,    -0.222852835073276E+00 ,     0.125568096506559E+00 ,     0.436175747719793E-01 ,    -0.855932861352119E-01 ,     0.188196927817306E-01 ,    -0.520029953464767E-02 , 
  30.46100 ,    -0.248694606339164E+00 ,     0.119158500132959E+00 ,     0.536889941251207E-01 ,    -0.941853979656841E-01 ,     0.194982328195906E-01 ,    -0.314223038706908E-03 , 
  30.48100 ,    -0.261913751718503E+00 ,     0.116479083987328E+00 ,     0.628645734286542E-01 ,    -0.983956788664238E-01 ,     0.206469752910265E-01 ,     0.510363965396471E-02 , 
  30.50100 ,    -0.261838078178252E+00 ,     0.118194747046552E+00 ,     0.705611780038887E-01 ,    -0.981911894237319E-01 ,     0.223734262510306E-01 ,     0.105251766590190E-01 , 
  30.52100 ,    -0.248768934527200E+00 ,     0.124347108663307E+00 ,     0.762472453613979E-01 ,    -0.938697460359636E-01 ,     0.247017636089904E-01 ,     0.154185161998432E-01 , 
  30.54100 ,    -0.223929628707089E+00 ,     0.134319138029454E+00 ,     0.794873387251608E-01 ,    -0.860193124200862E-01 ,     0.275637185352223E-01 ,     0.192983321248559E-01 , 
  30.56100 ,    -0.189345216688959E+00 ,     0.146864869906829E+00 ,     0.799811048634461E-01 ,    -0.754556751290076E-01 ,     0.307995926010489E-01 ,     0.217718633618139E-01 , 
  30.58100 ,    -0.147664431609396E+00 ,     0.160202650177673E+00 ,     0.775928984121082E-01 ,    -0.631442603780885E-01 ,     0.341693944796241E-01 ,     0.225762377797358E-01 , 
  30.60100 ,    -0.101938768530166E+00 ,     0.172164533022177E+00 ,     0.723690640389251E-01 ,    -0.501130463757670E-01 ,     0.373730468559606E-01 ,     0.216035234594681E-01 , 
  30.62100 ,    -0.553767416455969E-01 ,     0.180389272900857E+00 ,     0.645409030387196E-01 ,    -0.373640193340609E-01 ,     0.400776897443122E-01 ,     0.189111062030610E-01 , 
  30.64100 ,    -0.110928722086474E-01 ,     0.182542274513145E+00 ,     0.545125998025979E-01 ,    -0.257904891236146E-01 ,     0.419493816077696E-01 ,     0.147163978494468E-01 , 
  30.66100 ,     0.281290487314470E-01 ,     0.176543238822856E+00 ,     0.428347312151976E-01 ,    -0.161068515369420E-01 ,     0.426860452647693E-01 ,     0.937638026752528E-02 , 
  30.68100 ,     0.600404191450361E-01 ,     0.160781300168930E+00 ,     0.301653020186315E-01 ,    -0.879613658106975E-02 ,     0.420483653488279E-01 ,     0.335394052999139E-02 , 
  30.70100 ,     0.830849194289607E-01 ,     0.134298267859061E+00 ,     0.172214157500259E-01 ,    -0.407903536996684E-02 ,     0.398855307999825E-01 ,    -0.282578551535534E-02 , 
  30.72100 ,     0.964971895051575E-01 ,     0.969230918810239E-01 ,     0.472559100801666E-02 ,    -0.190620110551527E-02 ,     0.361532101197757E-01 ,    -0.862489214320276E-02 , 
  30.74100 ,     0.100336852980851E+00 ,     0.493446477184409E-01 ,    -0.664872259509892E-02 ,    -0.197363786555072E-02 ,     0.309218994670502E-01 ,    -0.135432847837146E-01 , 
  30.76100 ,     0.954568475510907E-01 ,    -0.688496386596307E-02 ,    -0.163277417576295E-01 ,    -0.375909203818651E-02 ,     0.243747195740133E-01 ,    -0.171655446551790E-01 , 
  30.78100 ,     0.834101789473110E-01 ,    -0.694186175041925E-01 ,    -0.238796701085289E-01 ,    -0.657570066074473E-02 ,     0.167947646956489E-01 ,    -0.191996219425116E-01 , 
  30.80100 ,     0.663039285700526E-01 ,    -0.135249896583550E+00 ,    -0.290450560906146E-01 ,    -0.963785908625666E-02 ,     0.854312452452987E-02 ,    -0.195036919767523E-01 , 
  30.82100 ,     0.466132491554324E-01 ,    -0.200906720218519E+00 ,    -0.317525511862107E-01 ,    -0.121334425070177E-01 ,     0.296086144212170E-04 ,    -0.180986479154226E-01 , 
  30.84100 ,     0.269708877984040E-01 ,    -0.262688341540103E+00 ,    -0.321187307993462E-01 ,    -0.132962048619235E-01 ,    -0.832108628244754E-02 ,    -0.151650821083090E-01 , 
  30.86100 ,     0.994928547040832E-02 ,    -0.316927505903325E+00 ,    -0.304320699238427E-01 ,    -0.124723920778784E-01 ,    -0.161045815405162E-01 ,    -0.110250939800469E-01 , 
  30.88100 ,    -0.214757057595460E-02 ,    -0.360257364998245E+00 ,    -0.271225933170129E-01 ,    -0.917630738020319E-02 ,    -0.229700759360149E-01 ,    -0.611071219822571E-02 , 
  30.90100 ,    -0.746659463844177E-02 ,    -0.389862221257799E+00 ,    -0.227200117880922E-01 ,    -0.313067751184116E-02 ,    -0.286485281951804E-01 ,    -0.921994181044643E-03 , 
  30.92100 ,    -0.474885575282042E-02 ,    -0.403692360039366E+00 ,    -0.178041909864438E-01 ,     0.571091897467258E-02 ,    -0.329731236724363E-01 ,     0.402115524965787E-02 , 
  30.94100 ,     0.657641345864672E-02 ,    -0.400626006626505E+00 ,    -0.129524790375461E-01 ,     0.171607173626114E-01 ,    -0.358901327271990E-01 ,     0.822881520023825E-02 , 
  30.96100 ,     0.263529669109273E-01 ,    -0.380565582103166E+00 ,    -0.868867997606185E-02 ,     0.308120694073623E-01 ,    -0.374591972288309E-01 ,     0.112877553260433E-01 , 
  30.98100 ,     0.537152945462672E-01 ,    -0.344460578440525E+00 ,    -0.543827606814762E-02 ,     0.460714205201267E-01 ,    -0.378431020559061E-01 ,     0.129005571526907E-01 , 
  31.00100 ,     0.871599663739007E-01 ,    -0.294255101981909E+00 ,    -0.349389069995673E-02 ,     0.622037240632397E-01 ,    -0.372881011955135E-01 ,     0.129134302767674E-01 , 
  31.02100 ,     0.124663505123154E+00 ,    -0.232763977143490E+00 ,    -0.299400196348988E-02 ,     0.783871092033969E-01 ,    -0.360967747799768E-01 ,     0.113300989130376E-01 , 
  31.04100 ,     0.163836357685862E+00 ,    -0.163486787136304E+00 ,    -0.391665799005498E-02 ,     0.937720676011385E-01 ,    -0.345961063084125E-01 ,     0.831047808521762E-02 , 
  31.06100 ,     0.202100115483415E+00 ,    -0.903739206086511E-01 ,    -0.608852747620634E-02 ,     0.107540297223314E+00 ,    -0.331039195699584E-01 ,     0.415432156773248E-02 , 
  31.08100 ,     0.236873819376603E+00 ,    -0.175622283407966E-01 ,    -0.920817684569512E-02 ,     0.118958629978111E+00 ,    -0.318969592127533E-01 ,    -0.728535171654895E-03 , 
  31.10100 ,     0.265755041615185E+00 ,     0.508999916998750E-01 ,    -0.128811355519720E-01 ,     0.127424129135294E+00 ,    -0.311837240381454E-01 ,    -0.585843250602438E-02 , 
  31.12100 ,     0.286682433122061E+00 ,     0.111318414278852E+00 ,    -0.166632189154134E-01 ,     0.132497397580574E+00 ,    -0.310846854782997E-01 ,    -0.107327412316882E-01 , 
  31.14100 ,     0.298068434055202E+00 ,     0.160589278534156E+00 ,    -0.201078266483304E-01 ,     0.133922291168017E+00 ,    -0.316217920970152E-01 ,    -0.148747892979288E-01 , 
  31.16100 ,     0.298893664831837E+00 ,     0.196390421787245E+00 ,    -0.228125953074472E-01 ,     0.131631471975163E+00 ,    -0.327182457291648E-01 ,    -0.178801503299399E-01 , 
  31.18100 ,     0.288757879871623E+00 ,     0.217313772967717E+00 ,    -0.244608854486341E-01 ,     0.125738450589691E+00 ,    -0.342085251127108E-01 ,    -0.194558507281141E-01 , 
  31.20100 ,     0.267885978124008E+00 ,     0.222930991846567E+00 ,    -0.248541180549998E-01 ,     0.116517848646426E+00 ,    -0.358576266588903E-01 ,    -0.194487449353566E-01 , 
  31.22100 ,     0.237091115013786E+00 ,     0.213789143038016E+00 ,    -0.239318874447236E-01 ,     0.104376473407850E+00 ,    -0.373875869621985E-01 ,    -0.178603592319758E-01 , 
  31.24100 ,     0.197700159337971E+00 ,     0.191338609521645E+00 ,    -0.217779807382185E-01 ,     0.898183700821700E-01 ,    -0.385086354659138E-01 ,    -0.148468112574779E-01 , 
  31.26100 ,     0.151449337116509E+00 ,     0.157800459877642E+00 ,    -0.186118108058237E-01 ,     0.734072687075705E-01 ,    -0.389518676944723E-01 ,    -0.107038491791282E-01 , 
  31.28100 ,     0.100359715155895E+00 ,     0.115984802544880E+00 ,    -0.147661876862538E-01 ,     0.557297659076532E-01 ,    -0.385001739222123E-01 ,    -0.583848272507346E-02 , 
  31.30100 ,     0.466030882073441E-01 ,     0.690749706231615E-01 ,    -0.106536763097673E-01 ,     0.373622031688295E-01 ,    -0.370143200819809E-01 ,    -0.729961071125702E-03 , 
  31.32100 ,    -0.763118455385082E-02 ,     0.203944526721148E-01 ,    -0.672488894404927E-02 ,     0.188435749177988E-01 ,    -0.344515414607245E-01 ,     0.411613292124054E-02 , 
  31.34100 ,    -0.602587432713604E-01 ,    -0.268258056783100E-01 ,    -0.342283370153496E-02 ,     0.655995003151625E-03 ,    -0.308747305028605E-01 ,     0.821625299321018E-02 , 
  31.36100 ,    -0.109404186970416E+00 ,    -0.696627700436101E-01 ,    -0.113781205435225E-02 ,    -0.167866439963281E-01 ,    -0.264512083074405E-01 ,     0.111550817361927E-01 , 
  31.38100 ,    -0.153480634786707E+00 ,    -0.105684339574843E+00 ,    -0.167293768781396E-03 ,    -0.331420763333705E-01 ,    -0.214410776036766E-01 ,     0.126251251497788E-01 , 
  31.40100 ,    -0.191241641163563E+00 ,    -0.133088032946796E+00 ,    -0.684704291085949E-03 ,    -0.481361937311161E-01 ,    -0.161761659986803E-01 ,     0.124559363890692E-01 , 
  31.42100 ,    -0.221804852513350E+00 ,    -0.150787181057748E+00 ,    -0.272018606943991E-02 ,    -0.615543988104686E-01 ,    -0.110314847812294E-01 ,     0.106302023342179E-01 , 
  31.44100 ,    -0.244649272866978E+00 ,    -0.158440780967230E+00 ,    -0.615522688928251E-02 ,    -0.732298950435559E-01 ,    -0.639186235885381E-02 ,     0.728519578794288E-02 , 
  31.46100 ,    -0.259590112570390E+00 ,    -0.156427599627788E+00 ,    -0.107316986906558E-01 ,    -0.830311887730281E-01 ,    -0.261689193128385E-02 ,     0.269950496301778E-02 , 
  31.48100 ,    -0.266736753440145E+00 ,    -0.145769320004442E+00 ,    -0.160744505218493E-01 ,    -0.908509798362754E-01 ,    -0.751404634955107E-05 ,    -0.273363533675251E-02 , 
  31.50100 ,    -0.266440261368443E+00 ,    -0.128011175139722E+00 ,    -0.217252849138975E-01 ,    -0.965982770419538E-01 ,     0.122258122802417E-02 ,    -0.854380558431358E-02 , 
  31.52100 ,    -0.259237066310500E+00 ,    -0.105071352654415E+00 ,    -0.271850452166587E-01 ,    -0.100195036222117E+00 ,     0.967987755830276E-03 ,    -0.142280249185583E-01 , 
  31.54100 ,    -0.245794932938087E+00 ,    -0.790722834882173E-01 ,    -0.319597587342400E-01 ,    -0.101577943729236E+00 ,    -0.756990278622539E-03 ,    -0.192982307072593E-01 , 
  31.56100 ,    -0.226866251578896E+00 ,    -0.521676525992977E-01 ,    -0.356063922051125E-01 ,    -0.100705231419100E+00 ,    -0.381766451417739E-02 ,    -0.233270512587945E-01 , 
  31.58100 ,    -0.203252132122613E+00 ,    -0.263785767185774E-01 ,    -0.377738193474319E-01 ,    -0.975676897281407E-01 ,    -0.796917966609751E-02 ,    -0.259874906193519E-01 , 
  31.60100 ,    -0.175778966947658E+00 ,    -0.345096571450128E-02 ,    -0.382350700189413E-01 ,    -0.922024200198230E-01 ,    -0.128767396866407E-01 ,    -0.270827471415268E-01 , 
  31.62100 ,    -0.145287247289417E+00 ,     0.152562200215668E-01 ,    -0.369077808458442E-01 ,    -0.847074023832825E-01 ,    -0.181440228641250E-01 ,    -0.265633517801828E-01 , 
