Flight time (us) , Experiment , Calculated
   4713.8600000000006       ,    1.8216000000000001       ,    1.8486485592807642     
   4717.6400000000003       ,    2.1334000000000000       ,    2.1059293220696986     
   4721.4059999999999       ,    2.4249999999999998       ,    2.3651805207778978     
   4725.1719999999996       ,    2.6667999999999998       ,    2.5912178843324050     
   4728.9529999999995       ,    2.8843000000000001       ,    2.7459699264845714     
   4732.7339999999995       ,    2.8942000000000001       ,    2.8021330192562584     
   4736.5309999999999       ,    2.7385000000000002       ,    2.7530513278879516     
   4740.3279999999995       ,    2.6274000000000002       ,    2.6129927659003895     
   4744.1089999999995       ,    2.4026999999999998       ,    2.4121235955942595     
   4747.9060000000009       ,    2.0838999999999999       ,    2.1826312819998361     
   4751.7030000000004       ,    1.8651000000000000       ,    1.9557058619688499     
   4755.5000000000000       ,    1.6184000000000001       ,    1.7528854440527240     
   4759.3130000000001       ,    1.4935000000000000       ,    1.5847442054218410     
   4763.1250000000000       ,    1.4662999999999999       ,    1.4545544120342548     
   4766.9380000000001       ,    1.2989999999999999       ,    1.3585262652706394     
   4770.7500000000000       ,    1.1903999999999999       ,    1.2901224573358996     
   4774.5620000000008       ,    1.1619999999999999       ,    1.2422256925786224     
   4778.3750000000000       ,    1.1463000000000001       ,    1.2086471338703542     
   4782.2030000000004       ,    1.1138999999999999       ,    1.1845603091426948     
   4786.0309999999999       ,    1.1040000000000001       ,    1.1667420866261704     
   4789.8589999999995       ,    1.1491000000000000       ,    1.1529680766493946     
   4793.6869999999999       ,    1.1537999999999999       ,    1.1418494416106428     
   4797.5149999999994       ,    1.1120000000000001       ,    1.1325352082838180     
   4801.3589999999995       ,    1.0744000000000000       ,    1.1244859147180983     
   4805.2029999999995       ,    1.0703000000000000       ,    1.1174221079275855     
   4809.0469999999996       ,    1.1089000000000000       ,    1.1111531642194747     
   4812.8909999999996       ,    1.0815999999999999       ,    1.1055419533158510     
   4816.7500000000000       ,    1.0223000000000000       ,    1.1004737308818393     
   4820.6100000000006       ,    1.0076000000000001       ,    1.0958964686791706     
   4824.4530000000004       ,    1.0165000000000000       ,    1.0917713353851488     
   4828.3120000000008       ,    1.0019000000000000       ,    1.0880110801786076     
   4832.1880000000001       ,    1.0116000000000001       ,    1.0845787952498089     
   4836.0469999999996       ,    1.0156000000000001       ,    1.0814666531327719     
   4839.9059999999999       ,    1.0048999999999999       ,    1.0786276395132908     
   4843.7809999999999       ,   0.97929999999999995       ,    1.0760224594350167     
   4847.6559999999999       ,   0.95252000000000003       ,    1.0736385119513718     
   4851.5309999999999       ,   0.95089000000000001       ,    1.0714531138555607     
   4855.4219999999996       ,   0.97663999999999995       ,    1.0694378662926312     
   4859.3130000000001       ,    1.0457000000000001       ,    1.0675837757481295     
   4863.1869999999999       ,    1.0680000000000001       ,    1.0658820058549965     
   4867.0780000000004       ,    1.0419000000000000       ,    1.0643043913107242     
   4870.9849999999997       ,    1.0190999999999999       ,    1.0628379121744964     
   4874.8750000000000       ,    1.0266000000000000       ,    1.0614847214644021     
   4878.7659999999996       ,    1.0361000000000000       ,    1.0602269392362493     
   4882.6720000000005       ,    1.0368999999999999       ,    1.0590522531698590     
   4886.5780000000004       ,    1.0331999999999999       ,    1.0579558518019756     
   4890.4839999999995       ,    1.0174000000000001       ,    1.0569311543271565     
   4894.4059999999999       ,    1.0868000000000000       ,    1.0559679480708482     
   4898.3280000000004       ,    1.0391999999999999       ,    1.0550634968717787     
   4902.2349999999997       ,    1.0065000000000000       ,    1.0541317811661239     
   4906.1559999999999       ,   0.94077000000000000       ,    1.0533306334634878     
   4910.0940000000001       ,   0.98806000000000005       ,    1.0525713351573107     
   4914.0160000000005       ,    1.0502000000000000       ,    1.0518556512891259     
   4917.9369999999999       ,    1.0604000000000000       ,    1.0511778455955363     
   4921.8750000000000       ,    1.0222000000000000       ,    1.0505317842469517     
   4925.8130000000001       ,    1.0507000000000000       ,    1.0499174612157955     
   4929.7500000000000       ,   0.99065000000000003       ,    1.0493329449855520     
   4933.7030000000004       ,   0.96040000000000003       ,    1.0487737412038276     
   4937.6559999999999       ,   0.98202000000000000       ,    1.0482403875500506     
   4941.5940000000001       ,    1.0471999999999999       ,    1.0477336365575010     
   4945.5470000000005       ,    1.0596000000000001       ,    1.0472484663825328     
   4949.5159999999996       ,    1.0523000000000000       ,    1.0467834707548500     
   4953.4690000000001       ,    1.0129999999999999       ,    1.0463884847183205     
   4957.4220000000005       ,    1.0266000000000000       ,    1.0459690151340399     
   4961.3899999999994       ,    1.0524000000000000       ,    1.0455697275796219     
   4965.3590000000004       ,    1.0682000000000000       ,    1.0451923589941507     
   4969.3279999999995       ,    1.0810999999999999       ,    1.0448372617969717     
   4973.3119999999999       ,    1.0568000000000000       ,    1.0445052244319268     
   4977.2970000000005       ,    1.0632999999999999       ,    1.0441984204320247     
   4981.2659999999996       ,   0.98816999999999999       ,    1.0439211813173703     
   4985.2500000000000       ,    1.0107999999999999       ,    1.0436751751298139     
   4989.2500000000000       ,    1.0100000000000000       ,    1.0434669322718766     
   4993.2500000000000       ,    1.0060000000000000       ,    1.0433092166858431     
   4997.2339999999995       ,   0.97702999999999995       ,    1.0432261163073333     
   5001.2190000000001       ,    1.0079000000000000       ,    1.0432660376384673     
   5005.2190000000001       ,    1.0117000000000000       ,    1.0435340260044044     
   5009.2340000000004       ,   0.97230000000000005       ,    1.0442431267873420     
   5013.2500000000000       ,   0.94428000000000001       ,    1.0457771296431995     
   5017.2500000000000       ,   0.98390000000000000       ,    1.0487671833696974     
   5021.2659999999996       ,    1.0363000000000000       ,    1.0541974955214124     
   5025.2809999999999       ,    1.0722000000000000       ,    1.0633134390202728     
   5029.2969999999996       ,    1.1096999999999999       ,    1.0774893694132297     
   5033.3280000000004       ,    1.0521000000000000       ,    1.0979124935818938     
   5037.3590000000004       ,    1.1130000000000000       ,    1.1248466008201947     
   5041.3899999999994       ,    1.1445000000000001       ,    1.1572030132584967     
   5045.4220000000005       ,    1.1428000000000000       ,    1.1922427712883468     
   5049.4529999999995       ,    1.2062999999999999       ,    1.2255316965213801     
   5053.5000000000000       ,    1.2347999999999999       ,    1.2519178778161089     
   5057.5469999999996       ,    1.3136000000000001       ,    1.2667486340457463     
   5061.5779999999995       ,    1.2736000000000001       ,    1.2677278027724850     
   5065.6250000000000       ,    1.2256000000000000       ,    1.2554103324027499     
   5069.6869999999999       ,    1.1938000000000000       ,    1.2326305311536971     
   5073.7500000000000       ,    1.2091000000000001       ,    1.2036924350801175     
   5077.8130000000001       ,    1.1843999999999999       ,    1.1729842511028183     
   5081.8750000000000       ,    1.1424000000000001       ,    1.1440116748988367     
   5085.9379999999992       ,    1.1013999999999999       ,    1.1189686476174885     
   5090.0000000000000       ,    1.0786000000000000       ,    1.0987553826449654     
   5094.0619999999999       ,    1.0768000000000000       ,    1.0832694584616456     
   5098.1409999999996       ,   0.98251999999999995       ,    1.0717912912813818     
   5102.2190000000001       ,    1.0054000000000001       ,    1.0634950729250170     
   5106.2969999999996       ,   0.98456999999999995       ,    1.0575062025384823     
   5110.3909999999996       ,   0.99904000000000004       ,    1.0530980553289142     
   5114.4840000000004       ,   0.99234000000000000       ,    1.0497665890433241     
   5118.5780000000004       ,    1.0331999999999999       ,    1.0471485455967418     
   5122.6719999999996       ,    1.0409999999999999       ,    1.0450102439874820     
   5126.7659999999996       ,    1.0186999999999999       ,    1.0432086728441854     
   5130.8590000000004       ,    1.0973999999999999       ,    1.0416533827057584     
   5134.9690000000001       ,    1.0572999999999999       ,    1.0402832788784417     
   5139.0779999999995       ,    1.0045999999999999       ,    1.0390712304943965     
   5143.1880000000001       ,    1.0502000000000000       ,    1.0379928048276093     
   5147.3129999999992       ,    1.0148999999999999       ,    1.0370288189912376     
   5151.4220000000005       ,    1.0233000000000001       ,    1.0361751547746378     
   5155.5309999999999       ,    1.0755999999999999       ,    1.0354193501228350     
   5159.6559999999999       ,    1.0344000000000000       ,    1.0347523672939050     
   5163.7809999999999       ,    1.0687000000000000       ,    1.0341729268005608     
   5167.9219999999996       ,    1.0758000000000001       ,    1.0336770624659535     
   5172.0620000000008       ,    1.0833999999999999       ,    1.0332666843333322     
   5176.1880000000001       ,    1.0449999999999999       ,    1.0329465011531773     
   5180.3280000000004       ,    1.0115000000000001       ,    1.0327239827981114     
   5184.4840000000004       ,    1.0296000000000001       ,    1.0326231306637457     
