 Q (1/Ang),S-S  ,S-F  ,F-F  
  11.27007 ,     0.687581934666914E-01 ,    -0.263858122521451E+00 ,    -0.567533860974759E-01 , 
  11.29007 ,     0.565677560197174E-01 ,    -0.261017406039104E+00 ,    -0.519571124390619E-01 , 
  11.31007 ,     0.444784547295137E-01 ,    -0.258035718148333E+00 ,    -0.468655419363435E-01 , 
  11.33007 ,     0.327648347199796E-01 ,    -0.254891191156225E+00 ,    -0.414869685638598E-01 , 
  11.35007 ,     0.216766776310157E-01 ,    -0.251563283139816E+00 ,    -0.358359994724813E-01 , 
  11.37007 ,     0.114329266595662E-01 ,    -0.248033474915957E+00 ,    -0.299335541691772E-01 , 
  11.39007 ,     0.221658264007954E-02 ,    -0.244285862561674E+00 ,    -0.238066880436598E-01 , 
  11.41007 ,    -0.582929845090342E-02 ,    -0.240307628819889E+00 ,    -0.174882419357336E-01 , 
  11.43007 ,    -0.126044075931120E-01 ,    -0.236089381171029E+00 ,    -0.110163243760502E-01 , 
  11.45007 ,    -0.180527194712093E-01 ,    -0.231625349119770E+00 ,    -0.443363792481641E-02 , 
  11.47007 ,    -0.221627345974772E-01 ,    -0.226913438180156E+00 ,     0.221333445803062E-02 , 
  11.49008 ,    -0.249675195403950E-01 ,    -0.221952602884584E+00 ,     0.887858920271032E-02 , 
  11.51008 ,    -0.265374824621956E-01 ,    -0.216752667575655E+00 ,     0.155042960851004E-01 , 
  11.53008 ,    -0.269852699219308E-01 ,    -0.211319104961520E+00 ,     0.220419225051145E-01 , 
  11.55008 ,    -0.264550220353275E-01 ,    -0.205662382477207E+00 ,     0.284400285006779E-01 , 
  11.57008 ,    -0.251186643939494E-01 ,    -0.199795008403902E+00 ,     0.346487497253053E-01 , 
  11.59008 ,    -0.231697226070632E-01 ,    -0.193730930641270E+00 ,     0.406209289733108E-01 , 
  11.61008 ,    -0.208165678610779E-01 ,    -0.187484894209290E+00 ,     0.463131970842508E-01 , 
  11.63008 ,    -0.182752931791557E-01 ,    -0.181071782588044E+00 ,     0.516869736967432E-01 , 
  11.65008 ,    -0.157624295206752E-01 ,    -0.174505968329213E+00 ,     0.567093602088296E-01 , 
  11.67008 ,    -0.134877144034770E-01 ,    -0.167800697840062E+00 ,     0.613538999575720E-01 , 
  11.69008 ,    -0.116471232792623E-01 ,    -0.160967533873215E+00 ,     0.656011839847977E-01 , 
  11.71008 ,    -0.104163655306077E-01 ,    -0.154015877104140E+00 ,     0.694392847196392E-01 , 
  11.73008 ,    -0.994503293790916E-02 ,    -0.146952585318161E+00 ,     0.728640043757646E-01 , 
  11.75008 ,    -0.103515691957446E-01 ,    -0.139781705257646E+00 ,     0.758789297118577E-01 , 
  11.77008 ,    -0.117192050956509E-01 ,    -0.132504328214417E+00 ,     0.784952899073460E-01 , 
  11.79008 ,    -0.140929760215733E-01 ,    -0.125118576124197E+00 ,     0.807316195237899E-01 , 
  11.81008 ,    -0.174779072209754E-01 ,    -0.117619720371856E+00 ,     0.826132337147178E-01 , 
  11.83008 ,    -0.218384188026305E-01 ,    -0.110000430897580E+00 ,     0.841715278724791E-01 , 
  11.85008 ,    -0.270989675179736E-01 ,    -0.102251148655391E+00 ,     0.854431186238802E-01 , 
  11.87008 ,    -0.331459070895153E-01 ,    -0.943605701645159E-01 ,     0.864688473789756E-01 , 
  11.89008 ,    -0.398305141485021E-01 ,    -0.863162289503519E-01 ,     0.872926713830398E-01 , 
  11.91008 ,    -0.469730937068050E-01 ,    -0.781051552226923E-01 ,     0.879604703188845E-01 , 
  11.93009 ,    -0.543717710870510E-01 ,    -0.697103500932101E-01 ,     0.885190583764100E-01 , 
  11.95009 ,    -0.617934388184227E-01 ,    -0.611284055694377E-01 ,     0.890138562199502E-01 , 
  11.97009 ,    -0.690026521301878E-01 ,    -0.523450994652603E-01 ,     0.894892721073965E-01 , 
  11.99009 ,    -0.757538441786165E-01 ,    -0.433528196627294E-01 ,     0.899863420959415E-01 , 
  12.01009 ,    -0.818022500295196E-01 ,    -0.341471119328007E-01 ,     0.905418919066847E-01 , 
  12.03009 ,    -0.869112384551336E-01 ,    -0.247273100467456E-01 ,     0.911875007255738E-01 , 
  12.05009 ,    -0.908594956833093E-01 ,    -0.150970763995774E-01 ,     0.919485967352558E-01 , 
  12.07009 ,    -0.934478567756689E-01 ,    -0.526483335787512E-02 ,     0.928437082079396E-01 , 
  12.09009 ,    -0.945055900468565E-01 ,     0.475593121510751E-02 ,     0.938838900395376E-01 , 
  12.11009 ,    -0.938959550960550E-01 ,     0.149464970204060E-01 ,     0.950723411322383E-01 , 
  12.13009 ,    -0.915208751670387E-01 ,     0.252828915261844E-01 ,     0.964042231542276E-01 , 
  12.15009 ,    -0.873245891088580E-01 ,     0.357360213695486E-01 ,     0.978666860500585E-01 , 
  12.17009 ,    -0.812961764789352E-01 ,     0.462719543661158E-01 ,     0.994391003786951E-01 , 
  12.19009 ,    -0.734708805159404E-01 ,     0.568523468845152E-01 ,     0.101093491257525E+00 , 
  12.21009 ,    -0.639301869345152E-01 ,     0.674350068340410E-01 ,     0.102795163528243E+00 , 
  12.23009 ,    -0.528006508273927E-01 ,     0.779745782890403E-01 ,     0.104503502869203E+00 , 
  12.25009 ,    -0.402514984447505E-01 ,     0.884233299654502E-01 ,     0.106172933085598E+00 , 
  12.27009 ,    -0.264910642973478E-01 ,     0.987320264925657E-01 ,     0.107754005830005E+00 , 
  12.29009 ,    -0.117621559669949E-01 ,     0.108850858788692E+00 ,     0.109194595643537E+00 , 
  12.31009 ,     0.366353167471559E-02 ,     0.118730407935089E+00 ,     0.110441170547935E+00 , 
  12.33009 ,     0.194918052439594E-01 ,     0.128322615808040E+00 ,     0.111440106528201E+00 , 
  12.35009 ,     0.354129952557737E-01 ,     0.137581735409102E+00 ,     0.112139013170434E+00 , 
  12.37010 ,     0.511171645331812E-01 ,     0.146469575528488E+00 ,     0.112488116611916E+00 , 
  12.39010 ,     0.662705216593252E-01 ,     0.154938751447950E+00 ,     0.112440983967084E+00 , 
  12.41010 ,     0.805705142057418E-01 ,     0.162960100378529E+00 ,     0.111956769646100E+00 , 
  12.43010 ,     0.937217387149047E-01 ,     0.170505323371082E+00 ,     0.111000364954301E+00 , 
  12.45010 ,     0.105451110909578E+00 ,     0.177552012094012E+00 ,     0.109543575131138E+00 , 
  12.47010 ,     0.115514552461282E+00 ,     0.184083990913916E+00 ,     0.107565868660295E+00 , 
  12.49010 ,     0.123702950388831E+00 ,     0.190091504500701E+00 ,     0.105054946757191E+00 , 
  12.51010 ,     0.129847234312462E+00 ,     0.195571246733829E+00 ,     0.102007119555791E+00 , 
  12.53010 ,     0.133822441052973E+00 ,     0.200526231352502E+00 ,     0.984274804070997E-01 , 
  12.55010 ,     0.135550663754855E+00 ,     0.204965509429242E+00 ,     0.943298747836093E-01 , 
  12.57010 ,     0.135002813045855E+00 ,     0.208903743210742E+00 ,     0.897366654257736E-01 , 
  12.59010 ,     0.132199149871709E+00 ,     0.212360650024994E+00 ,     0.846783004359945E-01 , 
  12.61010 ,     0.127208582668982E+00 ,     0.215360333672635E+00 ,     0.791926958933537E-01 , 
  12.63010 ,     0.120146754547176E+00 ,     0.217930523889803E+00 ,     0.733244491050482E-01 , 
  12.65010 ,     0.111172978235828E+00 ,     0.220101746994057E+00 ,     0.671239027143695E-01 , 
  12.67010 ,     0.100486106838340E+00 ,     0.221906452628390E+00 ,     0.606460834483903E-01 , 
  12.69010 ,     0.883194561021759E-01 ,     0.223378122548442E+00 ,     0.539495422243719E-01 , 
  12.71010 ,     0.749349182246899E-01 ,     0.224550387625879E+00 ,     0.470951245722516E-01 , 
  12.73010 ,     0.606164275236627E-01 ,     0.225456178663151E+00 ,     0.401447018200124E-01 , 
  12.75010 ,     0.456629540856424E-01 ,     0.226126935252830E+00 ,     0.331598941974412E-01 , 
  12.77010 ,     0.303812123684924E-01 ,     0.226591894814412E+00 ,     0.262008169306519E-01 , 
  12.79010 ,     0.150782774203005E-01 ,     0.226877481171546E+00 ,     0.193248795336282E-01 , 
  12.81011 ,     0.469080526515165E-04 ,     0.227006837664132E+00 ,     0.125823398311374E-01 , 
  12.83011 ,    -0.144115214398912E-01 ,     0.226999278899760E+00 ,     0.602870529905478E-02 , 
  12.85011 ,    -0.280388370002855E-01 ,     0.226870431625235E+00 ,    -0.296400857390851E-03 , 
  12.87011 ,    -0.405956010611051E-01 ,     0.226631817695634E+00 ,    -0.635639117655202E-02 , 
  12.89011 ,    -0.518738390601276E-01 ,     0.226291001612843E+00 ,    -0.121216834109183E-01 , 
  12.91011 ,    -0.617012621405563E-01 ,     0.225851769392120E+00 ,    -0.175700835809321E-01 , 
  12.93011 ,    -0.699444960109926E-01 ,     0.225314431206585E+00 ,    -0.226869837950509E-01 , 
  12.95011 ,    -0.765112477544447E-01 ,     0.224676234446072E+00 ,    -0.274653726738171E-01 , 
  12.97011 ,    -0.813513719438862E-01 ,     0.223931870396966E+00 ,    -0.319056609221318E-01 , 
  12.99011 ,    -0.844568276716148E-01 ,     0.223074054879173E+00 ,    -0.360153291822593E-01 , 
  13.01011 ,    -0.858605481853294E-01 ,     0.222094160954592E+00 ,    -0.398084096547897E-01 , 
  13.03011 ,    -0.856342739144810E-01 ,     0.220982880316526E+00 ,    -0.433048169877424E-01 , 
  13.05011 ,    -0.838854269715023E-01 ,     0.219730889227649E+00 ,    -0.465295475071083E-01 , 
  13.07011 ,    -0.807531299880892E-01 ,     0.218329494916987E+00 ,    -0.495117689095642E-01 , 
  13.09011 ,    -0.764034937401037E-01 ,     0.216771239171228E+00 ,    -0.522838249886916E-01 , 
  13.11011 ,    -0.710243158654983E-01 ,     0.215050437435064E+00 ,    -0.548801817645603E-01 , 
  13.13011 ,    -0.648193466390534E-01 ,     0.213163634018041E+00 ,    -0.573363424953202E-01 , 
  13.15011 ,    -0.580022869094420E-01 ,     0.211109956918514E+00 ,    -0.596877594487432E-01 , 
  13.17011 ,    -0.507906877329381E-01 ,     0.208891359225556E+00 ,    -0.619687700003047E-01 , 
  13.19011 ,    -0.433999208930660E-01 ,     0.206512737937557E+00 ,    -0.642115836193483E-01 , 
  13.21011 ,    -0.360373844512845E-01 ,     0.203981925218155E+00 ,    -0.664453446406111E-01 , 
  13.23011 ,    -0.288970979358139E-01 ,     0.201309551463467E+00 ,    -0.686952934459682E-01 , 
  13.25012 ,    -0.221515830912304E-01 ,     0.198507353920205E+00 ,    -0.709832012470277E-01 , 
  13.27012 ,    -0.159609333653062E-01 ,     0.195593466620732E+00 ,    -0.733221917468397E-01 , 
  13.29012 ,    -0.104490080097191E-01 ,     0.192583524221435E+00 ,    -0.757231515312968E-01 , 
  13.31012 ,    -0.571458648182844E-02 ,     0.189495637001187E+00 ,    -0.781899041749476E-01 , 
  13.33012 ,    -0.182614919529109E-02 ,     0.186348381056259E+00 ,    -0.807202228011800E-01 , 
  13.35012 ,     0.117893743832659E-02 ,     0.183160109856108E+00 ,    -0.833058720986433E-01 , 
  13.37012 ,     0.329431400777781E-02 ,     0.179948241077977E+00 ,    -0.859328090304323E-01 , 
  13.39012 ,     0.454362324454611E-02 ,     0.176728543304088E+00 ,    -0.885815348276155E-01 , 
  13.41012 ,     0.497865643351907E-02 ,     0.173514447556030E+00 ,    -0.912275871306335E-01 , 
  13.43012 ,     0.467672342439246E-02 ,     0.170316408236100E+00 ,    -0.938421577521286E-01 , 
  13.45012 ,     0.373733934030060E-02 ,     0.167141336853329E+00 ,    -0.963928185647027E-01 , 
  13.47012 ,     0.227833884568622E-02 ,     0.163992129965335E+00 ,    -0.988443355368229E-01 , 
  13.49012 ,     0.431543141131806E-03 ,     0.160867310122184E+00 ,    -0.101159549005972E+00 , 
  13.51012 ,    -0.166188465732635E-02 ,     0.157760795333000E+00 ,    -0.103300296931750E+00 , 
  13.53012 ,    -0.385625366487037E-02 ,     0.154661808787233E+00 ,    -0.105228357138953E+00 , 
  13.55012 ,    -0.600618455932460E-02 ,     0.151554936364029E+00 ,    -0.106906384451371E+00 , 
  13.57012 ,    -0.797133168565889E-02 ,     0.148420334981448E+00 ,    -0.108298819125084E+00 , 
  13.59012 ,    -0.962085151362527E-02 ,     0.145234090208013E+00 ,    -0.109372744093014E+00 , 
  13.61012 ,    -0.108374908485143E-01 ,     0.141968716922793E+00 ,    -0.110098670193747E+00 , 
  13.63012 ,    -0.115211815023432E-01 ,     0.138593792308171E+00 ,    -0.110451230725986E+00 , 
  13.65012 ,    -0.115920444910441E-01 ,     0.135076706229229E+00 ,    -0.110409769282592E+00 , 
  13.67013 ,    -0.109922518516595E-01 ,     0.131381613839497E+00 ,    -0.109958477996635E+00 , 
  13.69013 ,    -0.968917619543525E-02 ,     0.127477832865572E+00 ,    -0.109087843961736E+00 , 
  13.71013 ,    -0.767446647738996E-02 ,     0.123329767314554E+00 ,    -0.107793506130557E+00 , 
  13.73013 ,    -0.496496013996071E-02 ,     0.118905188186768E+00 ,    -0.106077008888641E+00 , 
  13.75013 ,    -0.160186810733800E-02 ,     0.114174433074881E+00 ,    -0.103945606051568E+00 , 
  13.77013 ,     0.235064152633265E-02 ,     0.109111374171666E+00 ,    -0.101412053538113E+00 , 
  13.79013 ,     0.680753599340656E-02 ,     0.103694327026538E+00 ,    -0.984942763401770E-01 , 
  13.81013 ,     0.116656140807417E-01 ,     0.979068733681240E-01 ,    -0.952149205965406E-01 , 
  13.83013 ,     0.168067171202747E-01 ,     0.917385733427879E-01 ,    -0.916008043427915E-01 , 
  13.85013 ,     0.221013521134209E-01 ,     0.851855452815695E-01 ,    -0.876822828803663E-01 , 
  13.87013 ,     0.274126139113433E-01 ,     0.782508945225537E-01 ,    -0.834925466276035E-01 , 
  13.89013 ,     0.326002863902951E-01 ,     0.709449767855174E-01 ,    -0.790668707422259E-01 , 
  13.91013 ,     0.375249991962528E-01 ,     0.632854860070200E-01 ,    -0.744418367076683E-01 , 
  13.93013 ,     0.420523169293156E-01 ,     0.552973612707997E-01 ,    -0.696545464394859E-01 , 
  13.95013 ,     0.460566415323267E-01 ,     0.470125123744783E-01 ,    -0.647418492908431E-01 , 
  13.97013 ,     0.494248159716692E-01 ,     0.384693685183602E-01 ,    -0.597396016301205E-01 , 
  13.99013 ,     0.520593277856330E-01 ,     0.297122594437598E-01 ,    -0.546819774547943E-01 , 
  14.01013 ,     0.538810243725698E-01 ,     0.207906429478784E-01 ,    -0.496008468323181E-01 , 
  14.03013 ,     0.548312675655523E-01 ,     0.117581969286715E-01 ,    -0.445252368708444E-01 , 
  14.05013 ,     0.548734725974038E-01 ,     0.267179784588950E-02 ,    -0.394808874802164E-01 , 
  14.07013 ,     0.539939954565196E-01 ,    -0.640958938186176E-02 ,    -0.344899114553095E-01 , 
  14.09013 ,     0.522023522950351E-01 ,    -0.154260825777376E-01 ,    -0.295705654744069E-01 , 
  14.11014 ,     0.495292266245679E-01 ,    -0.243224905267315E-01 ,    -0.247347421934409E-01 , 
  14.13014 ,     0.460311776490537E-01 ,    -0.330317922524142E-01 ,    -0.199975939293859E-01 , 
  14.15014 ,     0.417808969769978E-01 ,    -0.415030337401900E-01 ,    -0.153631372011703E-01 , 
  14.17014 ,     0.368699078163632E-01 ,    -0.496845664087246E-01 ,    -0.108341888085466E-01 , 
  14.19014 ,     0.314047481705558E-01 ,    -0.575295628939945E-01 ,    -0.641024363870418E-02 , 
  14.21014 ,     0.255038909434311E-01 ,    -0.649969398597962E-01 ,    -0.208787875351668E-02 , 
  14.23014 ,     0.192943771478401E-01 ,    -0.720521473254809E-01 ,     0.213876862001753E-02 , 
  14.25014 ,     0.129082648084186E-01 ,    -0.786678055365314E-01 ,     0.627746418892750E-02 , 
  14.27014 ,     0.647899988443742E-02 ,    -0.848241744578147E-01 ,     0.103372971771651E-01 , 
  14.29014 ,     0.137816075080870E-03 ,    -0.905094453931111E-01 ,     0.143280757343282E-01 , 
  14.31014 ,    -0.598973226032368E-02 ,    -0.957198489009360E-01 ,     0.182597149866868E-01 , 
  14.33014 ,    -0.117870055055342E-01 ,    -0.100459577953379E+00 ,     0.221416355403196E-01 , 
  14.35014 ,    -0.171491924509129E-01 ,    -0.104740530037533E+00 ,     0.259821897635375E-01 , 
  14.37014 ,    -0.219858231854248E-01 ,    -0.108581876495979E+00 ,     0.297881322343960E-01 , 
  14.39014 ,    -0.262228153845172E-01 ,    -0.112009471718146E+00 ,     0.335641493683450E-01 , 
  14.41014 ,    -0.298040031036378E-01 ,    -0.115055118711776E+00 ,     0.373124614807390E-01 , 
  14.43014 ,    -0.326921134025953E-01 ,    -0.117755711000237E+00 ,     0.410325084389958E-01 , 
  14.45014 ,    -0.348691731130642E-01 ,    -0.120152273619732E+00 ,     0.447207276777483E-01 , 
  14.47014 ,    -0.363363453030186E-01 ,    -0.122288928161442E+00 ,     0.483704307524108E-01 , 
  14.49014 ,    -0.371132119703477E-01 ,    -0.124211808268469E+00 ,     0.519717818622660E-01 , 
  14.51014 ,    -0.372365357109355E-01 ,    -0.125967952728020E+00 ,     0.555118789567626E-01 , 
  14.53014 ,    -0.367585480816905E-01 ,    -0.127604203289672E+00 ,     0.589749352228504E-01 , 
  14.55015 ,    -0.357441971910366E-01 ,    -0.129166903321418E+00 ,     0.623442125912529E-01 , 
  14.57015 ,    -0.342709887582776E-01 ,    -0.130697798795129E+00 ,     0.655956967244194E-01 , 
  14.59015 ,    -0.324231634614189E-01 ,    -0.132237755272421E+00 ,     0.687086582858012E-01 , 
  14.61015 ,    -0.302906041208462E-01 ,    -0.133822786440406E+00 ,     0.716593675111657E-01 , 
  14.63015 ,    -0.279654828584339E-01 ,    -0.135484129851165E+00 ,     0.744233644826563E-01 , 
  14.65015 ,    -0.255392992230492E-01 ,    -0.137247657097245E+00 ,     0.769760570849649E-01 , 
  14.67015 ,    -0.231000203401945E-01 ,    -0.139133424241636E+00 ,     0.792933397453034E-01 , 
  14.69015 ,    -0.207294084444606E-01 ,    -0.141155368616629E+00 ,     0.813522162074504E-01 , 
  14.71015 ,    -0.185006139943335E-01 ,    -0.143321154180362E+00 ,     0.831314094737064E-01 , 
  14.73015 ,    -0.164761031571607E-01 ,    -0.145632163768817E+00 ,     0.846119423777186E-01 , 
  14.75015 ,    -0.147059771036806E-01 ,    -0.148083632912447E+00 ,     0.857776730151632E-01 , 
  14.77015 ,    -0.132267276362849E-01 ,    -0.150664916499874E+00 ,     0.866157704363530E-01 , 
  14.79015 ,    -0.120604596047193E-01 ,    -0.153359876554454E+00 ,     0.871171175626128E-01 , 
  14.81015 ,    -0.112145957784033E-01 ,    -0.156147376817250E+00 ,     0.872766301845998E-01 , 
  14.83015 ,    -0.106820648024246E-01 ,    -0.159001867760970E+00 ,     0.870934830850201E-01 , 
  14.85015 ,    -0.104419580227438E-01 ,    -0.161894044135083E+00 ,     0.865712367425479E-01 , 
  14.87015 ,    -0.104606267712854E-01 ,    -0.164791556186238E+00 ,     0.857178606546406E-01 , 
  14.89015 ,    -0.106931785739513E-01 ,    -0.167659755315349E+00 ,     0.845456519968232E-01 , 
  14.91015 ,    -0.110853190670510E-01 ,    -0.170462455110544E+00 ,     0.830710510450589E-01 , 
  14.93015 ,    -0.115754765142369E-01 ,    -0.173162689403439E+00 ,     0.813143574557151E-01 , 
  14.95015 ,    -0.120971379825110E-01 ,    -0.175723450189378E+00 ,     0.792993540554684E-01 , 
  14.97015 ,    -0.125813206723259E-01 ,    -0.178108389870685E+00 ,     0.770528471753845E-01 , 
  14.99016 ,    -0.129592497790279E-01 ,    -0.180283502938079E+00 ,     0.746028649154546E-01 , 
  15.01016 ,    -0.131641540646593E-01 ,    -0.182213473776125E+00 ,     0.719830676674067E-01 , 
  15.03016 ,    -0.131348483255028E-01 ,    -0.183868746757674E+00 ,     0.692247422965251E-01 , 
  15.05016 ,    -0.128171054969910E-01 ,    -0.185221499875705E+00 ,     0.663609512861230E-01 , 
  15.07016 ,    -0.121658525546277E-01 ,    -0.186247154855717E+00 ,     0.634246788819415E-01 , 
  15.09016 ,    -0.111468397071292E-01 ,    -0.186924663753367E+00 ,     0.604481577374181E-01 , 
  15.11016 ,    -0.973795446262718E-02 ,    -0.187236715605297E+00 ,     0.574622163055738E-01 , 
  15.13016 ,    -0.793014247124036E-02 ,    -0.187169866215742E+00 ,     0.544956630387591E-01 , 
  15.15016 ,    -0.572790954843818E-02 ,    -0.186714595970330E+00 ,     0.515747225017762E-01 , 
  15.17016 ,    -0.314939241605484E-02 ,    -0.185865302044997E+00 ,     0.487225371636706E-01 , 
  15.19016 ,    -0.225999054957039E-03 ,    -0.184620232488611E+00 ,     0.459587469443545E-01 , 
  15.21016 ,     0.299836726313628E-02 ,    -0.182981370384190E+00 ,     0.432991565985686E-01 , 
  15.23016 ,     0.646847360499607E-02 ,    -0.180954276632105E+00 ,     0.407554987736391E-01 , 
  15.25016 ,     0.101192743710266E-01 ,    -0.178547899860806E+00 ,     0.383352981374810E-01 , 
  15.27016 ,     0.138777310232544E-01 ,    -0.175774361582263E+00 ,     0.360418394026215E-01 , 
  15.29016 ,     0.176648771716407E-01 ,    -0.172648724009007E+00 ,     0.338742394371165E-01 , 
  15.31016 ,     0.213980647447021E-01 ,    -0.169188746987335E+00 ,     0.318276210219973E-01 , 
  15.33016 ,     0.249933220999392E-01 ,    -0.165414639335986E+00 ,     0.298933832549813E-01 , 
  15.35016 ,     0.283677522115417E-01 ,    -0.161348808577069E+00 ,     0.280595611770960E-01 , 
  15.37016 ,     0.314418985634795E-01 ,    -0.157015611676207E+00 ,     0.263112649745622E-01 , 
  15.39016 ,     0.341420080644372E-01 ,    -0.152441108042965E+00 ,     0.246311871392165E-01 , 
  15.41016 ,     0.364021241091474E-01 ,    -0.147652814750324E+00 ,     0.230001643067794E-01 , 
  15.43017 ,     0.381666984565872E-01 ,    -0.142676934734642E+00 ,     0.213969816457553E-01 , 
  15.45017 ,     0.393888899401468E-01 ,    -0.137548153972492E+00 ,     0.198021879453628E-01 , 
  15.47017 ,     0.400371385077683E-01 ,    -0.132294450061207E+00 ,     0.181939394421245E-01 , 
  15.49017 ,     0.400922450795557E-01 ,    -0.126946707386052E+00 ,     0.165518339731480E-01 , 
  15.51017 ,     0.395488814386137E-01 ,    -0.121536007474737E+00 ,     0.148567079565616E-01 , 
  15.53017 ,     0.384156930214172E-01 ,    -0.116093348407079E+00 ,     0.130912011686132E-01 , 
  15.55017 ,     0.367150056909467E-01 ,    -0.110649347773786E+00 ,     0.112402686044639E-01 , 
  15.57017 ,     0.344821492122007E-01 ,    -0.105233927394908E+00 ,     0.929162676742455E-02 , 
  15.59017 ,     0.317644214262673E-01 ,    -0.998759791267912E-01 ,     0.723612349745376E-02 , 
  15.61017 ,     0.286197275313345E-01 ,    -0.946030124356560E-01 ,     0.506802248730709E-02 , 
  15.63017 ,     0.251149381225027E-01 ,    -0.894407859412515E-01 ,     0.278519588987613E-02 , 
  15.65017 ,     0.213240174522068E-01 ,    -0.844129267703893E-01 ,     0.389220833476569E-03 , 
  15.67017 ,     0.173259795316083E-01 ,    -0.795405432356844E-01 ,    -0.211462183019772E-02 , 
  15.69017 ,     0.132027340355813E-01 ,    -0.748418379927065E-01 ,    -0.471744568376099E-02 , 
  15.71017 ,     0.903688639232835E-02 ,    -0.703317303506549E-01 ,    -0.740695044587505E-02 , 
  15.73017 ,     0.490955688567478E-02 ,    -0.660214977402530E-01 ,    -0.101677014577577E-01 , 
  15.75017 ,     0.898282086706635E-03 ,    -0.619184474048231E-01 ,    -0.129814889617066E-01 , 
  15.77017 ,    -0.292494146587162E-02 ,    -0.580256301104305E-01 ,    -0.158277571673085E-01 , 
  15.79017 ,    -0.649541657158514E-02 ,    -0.543416080123797E-01 ,    -0.186840913629507E-01 , 
  15.81017 ,    -0.975725962550686E-02 ,    -0.508602887243709E-01 ,    -0.215267499098848E-01 , 
  15.83017 ,    -0.126646298725132E-01 ,    -0.475708370834472E-01 ,    -0.243312268893256E-01 , 
  15.85017 ,    -0.151826428691393E-01 ,    -0.444576750749427E-01 ,    -0.270728304860946E-01 , 
  15.87018 ,    -0.172888943205470E-01 ,    -0.414991354317559E-01 ,    -0.297285633665229E-01 , 
  15.89018 ,    -0.189696887985966E-01 ,    -0.386734954294453E-01 ,    -0.322724202967753E-01 , 
  15.91018 ,    -0.202262468688559E-01 ,    -0.359504343093112E-01 ,    -0.346839042590830E-01 , 
  15.93018 ,    -0.210698242141087E-01 ,    -0.332974331880623E-01 ,    -0.369431523666460E-01 , 
  15.95018 ,    -0.215220997277367E-01 ,    -0.306787896697216E-01 ,    -0.390327238554737E-01 , 
  15.97018 ,    -0.216141203361066E-01 ,    -0.280562533921227E-01 ,    -0.409379708873999E-01 , 
  15.99018 ,    -0.213849975448479E-01 ,    -0.253897591852744E-01 ,    -0.426473341177506E-01 , 
  16.01018 ,    -0.208804002781331E-01 ,    -0.226382468523775E-01 ,    -0.441525560627584E-01 , 
  16.03018 ,    -0.201508939176235E-01 ,    -0.197605533497428E-01 ,    -0.454488075470460E-01 , 
  16.05018 ,    -0.192501791733276E-01 ,    -0.167163601199660E-01 ,    -0.465347248676064E-01 , 
  16.07018 ,    -0.182332864428432E-01 ,    -0.134671756320769E-01 ,    -0.474123577142041E-01 , 
  16.09018 ,    -0.171547816027727E-01 ,    -0.997733090611462E-02 ,    -0.480870302725461E-01 , 
  16.11018 ,    -0.160670377448042E-01 ,    -0.621496404169247E-02 ,    -0.485671202420942E-01 , 
  16.13018 ,    -0.150186242903505E-01 ,    -0.215296861224052E-02 ,    -0.488637626635491E-01 , 
  16.15018 ,    -0.140528603126221E-01 ,     0.223011970525187E-02 ,    -0.489904874144384E-01 , 
  16.17018 ,    -0.132065729302287E-01 ,     0.694932367320376E-02 ,    -0.489628009430089E-01 , 
  16.19018 ,    -0.125090945178217E-01 ,     0.120125366540708E-01 ,    -0.487977242258250E-01 , 
  16.21018 ,    -0.119815244459391E-01 ,     0.174199691235222E-01 ,    -0.485133000163375E-01 , 
  16.23018 ,    -0.116362723778425E-01 ,     0.231637498316384E-01 ,    -0.481280831725111E-01 , 
  16.25018 ,    -0.114768910957104E-01 ,     0.292276987791152E-01 ,    -0.476606281935443E-01 , 
  16.27018 ,    -0.114981976898501E-01 ,     0.355872854211180E-01 ,    -0.471289880512536E-01 , 
  16.29018 ,    -0.116866730081795E-01 ,     0.422097812153998E-01 ,    -0.465502379737443E-01 , 
  16.31018 ,    -0.120211208046414E-01 ,     0.490546108975275E-01 ,    -0.459400370409190E-01 , 
  16.33018 ,    -0.124735603005602E-01 ,     0.560739018149578E-01 ,    -0.453122393064940E-01 , 
  16.35019 ,    -0.130106023766761E-01 ,     0.632168152937503E-01 ,    -0.446782480554264E-01 , 
  16.37019 ,    -0.135935841607318E-01 ,     0.704161237617183E-01 ,    -0.440480252332182E-01 , 
  16.39019 ,    -0.141815819225008E-01 ,     0.776107614153821E-01 ,    -0.434279974586994E-01 , 
  16.41019 ,    -0.147318052264240E-01 ,     0.847328028613677E-01 ,    -0.428222201372996E-01 , 
  16.43019 ,    -0.152013195125435E-01 ,     0.917123558386376E-01 ,    -0.422320361688912E-01 , 
  16.45019 ,    -0.155484971682133E-01 ,     0.984789974997573E-01 ,    -0.416561323395450E-01 , 
  16.47019 ,    -0.157344020483371E-01 ,     0.104963265795905E+00 ,    -0.410906747908046E-01 , 
  16.49019 ,    -0.157240651210782E-01 ,     0.111098170596256E+00 ,    -0.405295190129690E-01 , 
  16.51019 ,    -0.154876132449200E-01 ,     0.116820687601823E+00 ,    -0.399644877488600E-01 , 
  16.53019 ,    -0.150012185396045E-01 ,     0.122073197500647E+00 ,    -0.393857083273615E-01 , 
  16.55019 ,    -0.142478422049951E-01 ,     0.126804833199269E+00 ,    -0.387819993225225E-01 , 
