 1186
 SF6 190K                                                                       
  20.1902695  0.00537133962
  20.2102699  0.00625625672
  20.2302704  0.00713729532
  20.2502708  0.00801099371
  20.2702808  0.00887428876
  20.2902794  0.00972280279
  20.3102798  0.0105537325
  20.3302803  0.011363673
  20.3502808  0.0121494923
  20.3702793  0.0129081113
  20.3902798  0.013636915
  20.4102802  0.0143332398
  20.4302807  0.0149947675
  20.4502792  0.0156193199
  20.4702797  0.0162052158
  20.4902802  0.0167507268
  20.5102806  0.0172544606
  20.5302792  0.0177152082
  20.5502796  0.0181320757
  20.5702801  0.0185041949
  20.5902805  0.0188309569
  20.6102791  0.0191118456
  20.6302795  0.0193465296
  20.65028  0.0195347294
  20.6702805  0.0196763314
  20.6902809  0.0197712276
  20.7102909  0.0198194869
  20.7302895  0.0198212024
  20.7502899  0.0197765958
  20.7702904  0.019685965
  20.7902908  0.0195497461
  20.8102894  0.019368453
  20.8302898  0.019142732
  20.8502903  0.0188733693
  20.8702908  0.0185613614
  20.8902893  0.018207863
  20.9102898  0.0178141799
  20.9302902  0.0173818748
  20.9502907  0.0169126708
  20.9702892  0.016408667
  20.9902897  0.0158719569
  21.0102901  0.0153049799
  21.0302906  0.0147104077
  21.0502892  0.0140911061
  21.0702896  0.0134499539
  21.0902901  0.0127901603
  21.1102905  0.0121149495
  21.1302891  0.0114277126
  21.1502991  0.0107313376
  21.1702995  0.0100299092
  21.1903  0.00932634901
  21.2103004  0.00862385798
  21.2303009  0.00792544708
  21.2502995  0.0072340155
  21.2702999  0.00655202335
  21.2903004  0.00588186551
  21.3103008  0.00522556063
  21.3302994  0.00458485913
  21.3502998  0.00396098848
  21.3703003  0.00335500157
  21.3903008  0.002767534
  21.4102993  0.00219892454
  21.4302998  0.00164902152
  21.4503002  0.00111752062
  21.4703007  0.000603788765
  21.4902992  0.000106996777
  21.5102997 -0.000374022726
  21.5303001 -0.000840440684
  21.5503006 -0.0012935733
  21.5702991 -0.00173473428
  21.5903091 -0.00216555782
  21.6103096 -0.00258686696
  21.6303101 -0.00300003355
  21.6503105 -0.00340605341
  21.6703091 -0.00380567648
  21.6903095 -0.00419953419
  21.71031 -0.00458787475
  21.7303104 -0.00497068511
  21.7503109 -0.00534767704
  21.7703094 -0.00571820699
  21.7903099 -0.00608146423
  21.8103104 -0.00643625855
  21.8303108 -0.00678118039
  21.8503094 -0.00711459806
  21.8703098 -0.00743479049
  21.8903103 -0.0077398275
  21.9103107 -0.00802774075
  21.9303093 -0.00829651114
  21.9503098 -0.00854425877
  21.9703102 -0.00876911078
  21.9903107 -0.00896936096
  22.0103092 -0.00914349966
  22.0303192 -0.00929038692
  22.0503197 -0.00940887071
  22.0703201 -0.00949840341
  22.0903206 -0.00955865346
  22.1103191 -0.0095896665
  22.1303196 -0.00959185418
  22.1503201 -0.0095659364
  22.1703205 -0.00951301027
  22.1903191 -0.00943446159
  22.2103195 -0.00933195371
  22.23032 -0.00920739863
  22.2503204 -0.00906288531
  22.2703209 -0.00890064612
  22.2903194 -0.00872301217
  22.3103199 -0.00853229407
  22.3303204 -0.0083308043
  22.3503208 -0.00812076498
  22.3703194 -0.00790424924
  22.3903198 -0.00768310949
  22.4103203 -0.00745901512
  22.4303207 -0.00723332772
  22.4503307 -0.00700702984
  22.4703293 -0.00678111985
  22.4903297 -0.00655589718
  22.5103302 -0.00633151177
  22.5303307 -0.00610778853
  22.5503292 -0.00588429533
  22.5703297 -0.00566028059
  22.5903301 -0.00543484557
  22.6103306 -0.0052069095
  22.6303291 -0.0049753082
  22.6503296 -0.00473873504
  22.67033 -0.00449597044
  22.6903305 -0.00424582884
  22.7103291 -0.00398726854
  22.7303295 -0.0037193459
  22.75033 -0.00344142527
  22.7703304 -0.0031531055
  22.7903309 -0.00285429531
  22.8103294 -0.00254527107
  22.8303299 -0.00222656596
  22.8503304 -0.00189916475
  22.8703308 -0.00156437757
  22.8903408 -0.00122369116
  22.9103394 -0.000879433588
  22.9303398 -0.00053362851
  22.9503403 -0.000188796766
  22.9703407  0.00015238882
  22.9903393  0.000487097044
  23.0103397  0.000812530227
  23.0303402  0.00112580135
  23.0503407  0.001424129
  23.0703392  0.00170485431
  23.0903397  0.00196560565
  23.1103401  0.0022042077
  23.1303406  0.00241884287
  23.1503391  0.00260805571
  23.1703396  0.00277087186
  23.19034  0.00290670735
  23.2103405  0.00301547442
  23.2303391  0.003097557
  23.2503395  0.00315383752
  23.27034  0.0031856345
  23.2903404  0.00319470628
  23.3103409  0.00318320561
  23.3303509  0.00315361354
  23.3503494  0.00310874847
  23.3703499  0.0030515939
  23.3903503  0.0029853119
  23.4103508  0.00291313324
  23.4303493  0.00283829286
  23.4503498  0.00276392605
  23.4703503  0.0026930368
  23.4903507  0.00262839277
  23.5103493  0.00257247733
  23.5303497  0.00252740574
  23.5503502  0.00249491469
  23.5703506  0.00247628987
  23.5903492  0.00247235317
  23.6103497  0.00248344103
  23.6303501  0.00250940584
  23.6503506  0.00254961406
  23.6703491  0.00260297162
  23.6903496  0.00266796676
  23.71035  0.00274269097
  23.7303505  0.00282490114
  23.750351  0.00291207992
  23.7703609  0.00300154393
  23.7903595  0.00309033343
  23.81036  0.00317557738
  23.8303604  0.00325434818
  23.8503609  0.00332381343
  23.8703594  0.00338128977
  23.8903599  0.00342433248
  23.9103603  0.00345076737
  23.9303608  0.00345876114
  23.9503593  0.00344686769
  23.9703598  0.00341404951
  23.9903603  0.00335971545
  24.0103607  0.00328372931
  24.0303593  0.00318641751
  24.0503597  0.00306852697
  24.0703602  0.00293125561
  24.0903606  0.00277618994
  24.1103592  0.00260529155
  24.1303596  0.00242077839
  24.1503601  0.0022251748
  24.1703606  0.00202118512
  24.1903591  0.00181166735
  24.2103691  0.00159938564
  24.2303696  0.0013874711
  24.25037  0.00117867277
  24.2703705  0.000975716044
  24.2903709  0.000781150826
  24.3103695  0.000597310718
  24.3303699  0.000426207465
  24.3503704  0.000269592565
  24.3703709  0.000128862957
  24.3903694  5.06706192E-06
  24.4103699 -0.000101148129
